sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
Compró el aceite de carro.,aceite,aceite,10,9,9,1.0,0.3744129352259073,1.1160131022334099,0.8151721,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de carro.,aceite,aceite,11,9,9,1.0,0.3105029257787503,1.109869934618473,0.84689265,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de carro.,aceite,aceite,12,9,9,1.0,0.2931139961610387,1.1082904040813446,0.85967344,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,0,9,9,1.0,0.8729432522867584,1.1167789846658707,0.46954864,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,1,9,9,1.0,0.7211144318310403,1.1149827912449837,0.59706,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,2,9,9,1.0,0.6417131233791775,1.1139880046248436,0.6541534,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,3,9,9,1.0,0.6539211990695913,1.1165261790156364,0.6454308,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,4,9,9,1.0,0.5923557023410758,1.1194443330168724,0.687392,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,5,9,9,1.0,0.5106018845061605,1.1184974238276482,0.73839074,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,6,9,9,1.0,0.4536799335060712,1.1199322938919067,0.77217823,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,7,9,9,1.0,0.45122956216998616,1.1224367916584015,0.77370614,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,8,9,9,1.0,0.5097508042271314,1.1212018355727196,0.7388106,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,9,9,9,1.0,0.4481322811690133,1.1180013120174408,0.7752301,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,10,9,9,1.0,0.36760268767331133,1.115022897720337,0.81889683,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,11,9,9,1.0,0.30692705393730413,1.1087941452860832,0.8488526,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de cocina.,aceite,aceite,12,9,9,1.0,0.2912678536082267,1.1046264171600342,0.860605,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,0,9,9,1.0,0.8738761380186908,1.1167110726237297,0.46841273,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,1,9,9,1.0,0.7191713091959243,1.1150935590267181,0.5984185,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,2,9,9,1.0,0.6485655651321912,1.1130973771214485,0.6493444,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,3,9,9,1.0,0.6663248404501565,1.1154185011982918,0.6364919,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,4,9,9,1.0,0.6017997669781194,1.1184573471546173,0.68107206,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,5,9,9,1.0,0.5298784111065247,1.1156829744577408,0.7263015,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,6,9,9,1.0,0.4722691219440976,1.1179556995630264,0.76116586,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,7,9,9,1.0,0.4564398000892407,1.1214468628168106,0.77063185,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,8,9,9,1.0,0.5073497469773985,1.1209923923015594,0.7402485,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,9,9,9,1.0,0.4483558733730162,1.1177399680018425,0.7751064,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,10,9,9,1.0,0.3649535420639922,1.1152395829558372,0.8203304,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,11,9,9,1.0,0.30584210196960276,1.1091137826442719,0.84940505,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Compró el aceite de motor.,aceite,aceite,12,9,9,1.0,0.2884394518068041,1.1045165956020355,0.86207753,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,0,8,8,1.0,0.8837336580909694,1.1355674117803574,0.47262847,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,1,8,8,1.0,0.7350613102853046,1.132618024945259,0.5950966,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,2,8,8,1.0,0.6647573970658212,1.130322590470314,0.645374,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,3,8,8,1.0,0.680226009144348,1.1324745565652847,0.6343564,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,4,8,8,1.0,0.6133542574408265,1.1356285363435745,0.6798959,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,5,8,8,1.0,0.542344557564345,1.134245678782463,0.7240187,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,6,8,8,1.0,0.5006224599188942,1.1359086483716965,0.7492113,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,7,8,8,1.0,0.4856286754496832,1.1408685743808746,0.75810874,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,8,8,8,1.0,0.544443163701879,1.1402485072612762,0.72269857,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,9,8,8,1.0,0.4938331660348335,1.1378548294305801,0.753051,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,10,8,8,1.0,0.4059931053993023,1.1353431791067123,0.8009378,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,11,8,8,1.0,0.345106624317426,1.1290107518434525,0.8303545,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala sureste.,ala,ala,12,8,8,1.0,0.34600248158917923,1.1194391623139381,0.834585,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,0,9,9,1.0,0.8957508904245527,1.1190760508179665,0.44798893,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,1,9,9,1.0,0.7479925040549733,1.1171300932765007,0.57674974,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,2,9,9,1.0,0.6695049431272762,1.1157978102564812,0.63506573,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,3,9,9,1.0,0.6803467070957809,1.117519460618496,0.6270703,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,4,9,9,1.0,0.6151238554976993,1.1198385283350945,0.6724891,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,5,9,9,1.0,0.5443571841963913,1.118556223809719,0.7176964,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,6,9,9,1.0,0.5064012296420936,1.1198285967111588,0.7411205,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,7,9,9,1.0,0.4839358510419482,1.1236582100391388,0.7546581,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,8,9,9,1.0,0.5433644772243358,1.1230613142251968,0.71828365,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,9,9,9,1.0,0.4897733026269566,1.1211072579026222,0.7509844,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,10,9,9,1.0,0.4033643404135337,1.119193434715271,0.7991958,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,11,9,9,1.0,0.33860448604494825,1.115090660750866,0.83162796,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala remodelada.,ala,ala,12,9,9,1.0,0.3543635947055048,1.1088316142559052,0.8273251,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,0,10,10,1.0,0.8964952285948415,1.1053767949342728,0.43642893,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,1,10,10,1.0,0.7635174722705975,1.104098118841648,0.5575455,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,2,10,10,1.0,0.6981530124624928,1.1020453572273254,0.6083571,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,3,10,10,1.0,0.7065774225033016,1.1027742102742195,0.60158825,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,4,10,10,1.0,0.6333414268181965,1.1050334721803665,0.65490794,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,5,10,10,1.0,0.5755308051565154,1.104484148323536,0.693412,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,6,10,10,1.0,0.5281050592589122,1.106142744421959,0.72393453,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,7,10,10,1.0,0.5089808184876057,1.1097552850842476,0.7359172,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,8,10,10,1.0,0.5489727969590025,1.10948134213686,0.71064985,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,9,10,10,1.0,0.4865141900176696,1.1076772287487984,0.7493962,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,10,10,10,1.0,0.3987741445385312,1.1061446219682693,0.799343,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,11,10,10,1.0,0.33317408125821213,1.1020049005746841,0.8331903,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala plumosa.,ala,ala,12,10,10,1.0,0.3663644282668023,1.0972009971737862,0.81846297,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,0,9,9,1.0,0.8690732144685979,1.1168978214263916,0.47297943,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,1,9,9,1.0,0.7180823922482329,1.1147197484970093,0.5993421,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,2,9,9,1.0,0.6452050846348188,1.113460011780262,0.65176654,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,3,9,9,1.0,0.6695885266626747,1.1153239384293556,0.63433605,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,4,9,9,1.0,0.6016665326219226,1.1184780299663544,0.68124884,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,5,9,9,1.0,0.5469744248216251,1.1159128621220589,0.7157831,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,6,9,9,1.0,0.511642105057304,1.1180739402770996,0.7378509,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,7,9,9,1.0,0.5117717018570224,1.122760720551014,0.73802483,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,8,9,9,1.0,0.5624947105773005,1.1231413409113884,0.7063483,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,9,9,9,1.0,0.5066278506914452,1.1214912459254265,0.74096286,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,10,9,9,1.0,0.41548624161461817,1.1196849048137665,0.79251057,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,11,9,9,1.0,0.3435333065732415,1.1141360849142075,0.829239,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Le gustó el ala de águila.,ala,ala,12,9,9,1.0,0.3511387941199951,1.108360767364502,0.82908124,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,0,11,11,1.0,0.915204001630206,1.0954846888780594,0.40663117,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,1,11,11,1.0,0.7896459532423855,1.0941024497151375,0.52927136,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,2,11,11,1.0,0.7003346416970172,1.09246314316988,0.6014583,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,3,11,11,1.0,0.6785668714646824,1.0943550691008568,0.6171991,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,4,11,11,1.0,0.6006319673636069,1.0966476649045944,0.67295974,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,5,11,11,1.0,0.5113584809012565,1.0965452045202255,0.7308268,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,6,11,11,1.0,0.46223274846981105,1.0974630787968636,0.7610621,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,7,11,11,1.0,0.44504839992944767,1.0988383889198303,0.77142787,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,8,11,11,1.0,0.4902141308559266,1.0973749309778214,0.7440449,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,9,11,11,1.0,0.43304240131708244,1.0952203348279,0.7783674,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,10,11,11,1.0,0.34983482800707666,1.0927801057696342,0.82468027,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,11,11,11,1.0,0.2983363088131524,1.088469348847866,0.8509012,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón endulzado.,algodón,algodón,12,11,11,1.0,0.3146998844113519,1.0875128954648972,0.8447338,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,0,10,10,1.0,0.9093654028384607,1.105780303478241,0.4224903,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,1,10,10,1.0,0.7810918472876894,1.1042856127023697,0.5428545,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,2,10,10,1.0,0.6950030603084744,1.1014937832951546,0.6105062,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,3,10,10,1.0,0.6729659287678629,1.1041463017463684,0.62620735,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,4,10,10,1.0,0.5990702021884629,1.106424756348133,0.67803556,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,5,10,10,1.0,0.5153132006059506,1.1059376001358032,0.7314943,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,6,10,10,1.0,0.4656384271128948,1.1071701347827911,0.76177967,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,7,10,10,1.0,0.44956571225976744,1.1090315505862236,0.77140534,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,8,10,10,1.0,0.4879340462201026,1.1072683408856392,0.74831474,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,9,10,10,1.0,0.42790840789694906,1.104504905641079,0.78377646,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,10,10,10,1.0,0.350422260819467,1.1018310263752937,0.82605726,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,11,10,10,1.0,0.2960078809763224,1.0964112803339958,0.8531567,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón sembrado.,algodón,algodón,12,10,10,1.0,0.29614031773798594,1.0930294319987297,0.85617715,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,0,11,11,1.0,0.9134552665483284,1.095645248889923,0.40883914,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,1,11,11,1.0,0.7924128613507052,1.094042457640171,0.5268924,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,2,11,11,1.0,0.7163308199662277,1.0919170156121254,0.5893297,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,3,11,11,1.0,0.6936803848486107,1.093776874244213,0.60611653,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,4,11,11,1.0,0.6205284173819263,1.0953137129545212,0.659418,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,5,11,11,1.0,0.5368764515974377,1.094731979072094,0.71469885,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,6,11,11,1.0,0.4826770059218347,1.096017487347126,0.7487351,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,7,11,11,1.0,0.45662619456535,1.0979436561465263,0.764576,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,8,11,11,1.0,0.48709871686890505,1.096875786781311,0.74595076,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,9,11,11,1.0,0.42734178186960087,1.0949769094586372,0.7816866,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,10,11,11,1.0,0.3480279276484041,1.0930250957608223,0.825683,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,11,11,11,1.0,0.29162359542385774,1.0886886790394783,0.854476,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón caramelizado.,algodón,algodón,12,11,11,1.0,0.30985617893191764,1.0861451402306557,0.847319,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,0,10,10,1.0,0.8946674320350312,1.1061965599656105,0.43851858,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,1,10,10,1.0,0.7528489083524016,1.1049513071775436,0.5660816,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,2,10,10,1.0,0.6632020593373102,1.1029562950134277,0.6337911,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,3,10,10,1.0,0.6575741616438636,1.1049814894795418,0.6374664,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,4,10,10,1.0,0.5772506881245358,1.107134073972702,0.69254124,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,5,10,10,1.0,0.5006568416363462,1.1071889325976372,0.7406291,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,6,10,10,1.0,0.46268993074093223,1.1083745136857033,0.7636069,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,7,10,10,1.0,0.4499149550254657,1.1093797460198402,0.77123266,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,8,10,10,1.0,0.4920070296136183,1.1072262525558472,0.74586636,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,9,10,10,1.0,0.4331835999662018,1.104412779211998,0.78074545,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,10,10,10,1.0,0.3556571078920946,1.1022006124258041,0.82321376,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,11,10,10,1.0,0.3012251453815287,1.0978741869330406,0.85037214,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Evaluó el algodón cultivado.,algodón,algodón,12,10,10,1.0,0.3205473197930881,1.092213250696659,0.8432233,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Se trataba del arte de mentir.,arte,arte,0,9,9,1.0,0.8624335494080155,1.1171996891498566,0.48028708,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Se trataba del arte de mentir.,arte,arte,1,9,9,1.0,0.7005078538464024,1.1149166449904442,0.6127318,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
Se trataba del arte de mentir.,arte,arte,2,9,9,1.0,0.6095533293966153,1.1155792847275734,0.67609555,109850880,dccuchile/bert-base-spanish-wwm-cased,spanish,No
